Bin , nEvents , Efficiencies
150,998,0.01996
160,888,0.01776
170,791,0.01582
180,688,0.01376
190,665,0.0133
200,1242,0.02484
220,1096,0.02192
240,929,0.01858
260,835,0.0167
280,770,0.0154
300,655,0.0131
320,559,0.01118
340,528,0.01056
360,481,0.00962
380,424,0.00848
400,387,0.00774
420,336,0.00672
440,318,0.00636
460,294,0.00588
480,251,0.00502
500,227,0.00454
520,217,0.00434
540,183,0.00366
560,165,0.0033
580,173,0.00346
600,234,0.00468
630,212,0.00424
660,164,0.00328
690,146,0.00292
720,146,0.00292
750,121,0.00242
780,108,0.00216
810,110,0.0022
840,100,0.002
870,83,0.00166
900,116,0.00232
950,104,0.00208
1000,105,0.0021
1050,75,0.0015
1100,57,0.00114
1150,62,0.00124
1200,52,0.00104
1250,49,0.00098
1310,45,0.0009
1370,30,0.0006
1430,27,0.00054
1490,23,0.00046
1550,18,0.00036
1610,15,0.0003
1680,19,0.00038
1750,19,0.00038
1820,5,0.0001
1890,11,0.00022
1970,10,0.0002
2050,9,0.00018
