Bin , nEvents , Efficiencies
150,979,0.01958
160,825,0.0165
170,792,0.01584
180,710,0.0142
190,694,0.01388
200,1177,0.02354
220,1035,0.0207
240,920,0.0184
260,786,0.01572
280,743,0.01486
300,652,0.01304
320,595,0.0119
340,532,0.01064
360,470,0.0094
380,441,0.00882
400,396,0.00792
420,336,0.00672
440,314,0.00628
460,268,0.00536
480,241,0.00482
500,220,0.0044
520,210,0.0042
540,204,0.00408
560,189,0.00378
580,186,0.00372
600,245,0.0049
630,198,0.00396
660,187,0.00374
690,138,0.00276
720,119,0.00238
750,105,0.0021
780,115,0.0023
810,103,0.00206
840,96,0.00192
870,79,0.00158
900,103,0.00206
950,92,0.00184
1000,73,0.00146
1050,70,0.0014
1100,65,0.0013
1150,43,0.00086
1200,51,0.00102
1250,43,0.00086
1310,37,0.00074
1370,32,0.00064
1430,29,0.00058
1490,20,0.0004
1550,30,0.0006
1610,20,0.0004
1680,15,0.0003
1750,9,0.00018
1820,7,0.00014
1890,7,0.00014
1970,4,8e-05
2050,8,0.00016
