Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,6,0.00012
178.75,3,6e-05
193.57,6,0.00012
209.63,2,4e-05
227.02,8,0.00016
245.86,12,0.00024
266.25,20,0.0004
288.34,27,0.00054
312.26,31,0.00062
338.16,68,0.00136
366.21,77,0.00154
396.59,109,0.00218
429.49,148,0.00296
465.12,164,0.00328
503.71,216,0.00432
545.49,291,0.00582
590.74,301,0.00602
639.75,392,0.00784
692.82,457,0.00914
750.29,545,0.0109
812.54,610,0.0122
879.94,669,0.01338
952.94,890,0.0178
1032,1039,0.02078
1117.6,1211,0.02422
1210.3,1335,0.0267
1310.7,1574,0.03148
1419.4,1639,0.03278
1537.2,1820,0.0364
1664.7,1970,0.0394
1802.8,2222,0.04444
1952.4,2198,0.04396
2114.3,2074,0.04148
2289.7,1970,0.0394
2479.7,1695,0.0339
