Bin , nEvents , Efficiencies
152.41,15,0.0003
165.05,25,0.0005
178.75,33,0.00066
193.57,41,0.00082
209.63,70,0.0014
227.02,74,0.00148
245.86,107,0.00214
266.25,176,0.00352
288.34,216,0.00432
312.26,285,0.0057
338.16,311,0.00622
366.21,394,0.00788
396.59,411,0.00822
429.49,534,0.01068
465.12,592,0.01184
503.71,699,0.01398
545.49,828,0.01656
590.74,910,0.0182
639.75,1081,0.02162
692.82,1303,0.02606
750.29,1408,0.02816
812.54,1591,0.03182
879.94,1840,0.0368
952.94,2011,0.04022
1032,2160,0.0432
1117.6,2384,0.04768
1210.3,2334,0.04668
1310.7,2396,0.04792
1419.4,2262,0.04524
1537.2,2156,0.04312
1664.7,1983,0.03966
1802.8,1710,0.0342
1952.4,1275,0.0255
2114.3,1081,0.02162
2289.7,763,0.01526
2479.7,515,0.0103
