Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,1,2e-05
178.75,7,0.00014
193.57,0,0
209.63,3,6e-05
227.02,3,6e-05
245.86,5,0.0001
266.25,9,0.00018
288.34,13,0.00026
312.26,18,0.00036
338.16,18,0.00036
366.21,40,0.0008
396.59,53,0.00106
429.49,85,0.0017
465.12,90,0.0018
503.71,120,0.0024
545.49,181,0.00362
590.74,215,0.0043
639.75,276,0.00552
692.82,315,0.0063
750.29,344,0.00688
812.54,412,0.00824
879.94,497,0.00994
952.94,556,0.01112
1032,671,0.01342
1117.6,789,0.01578
1210.3,888,0.01776
1310.7,1019,0.02038
1419.4,1171,0.02342
1537.2,1338,0.02676
1664.7,1512,0.03024
1802.8,1686,0.03372
1952.4,1750,0.035
2114.3,1754,0.03508
2289.7,1910,0.0382
2479.7,1772,0.03544
