Bin , nEvents , Efficiencies
152.41,85,0.0017
165.05,128,0.00256
178.75,163,0.00326
193.57,192,0.00384
209.63,248,0.00496
227.02,299,0.00598
245.86,338,0.00676
266.25,414,0.00828
288.34,487,0.00974
312.26,577,0.01154
338.16,668,0.01336
366.21,738,0.01476
396.59,846,0.01692
429.49,1000,0.02
465.12,1201,0.02402
503.71,1362,0.02724
545.49,1499,0.02998
590.74,1742,0.03484
639.75,1914,0.03828
692.82,2018,0.04036
750.29,2213,0.04426
812.54,2255,0.0451
879.94,2317,0.04634
952.94,2280,0.0456
1032,2126,0.04252
1117.6,1999,0.03998
1210.3,1812,0.03624
1310.7,1484,0.02968
1419.4,1240,0.0248
1537.2,1039,0.02078
1664.7,786,0.01572
1802.8,570,0.0114
1952.4,420,0.0084
2114.3,307,0.00614
2289.7,190,0.0038
2479.7,114,0.00228
