Bin , nEvents , Efficiencies
150,394,0.00788
160,395,0.0079
170,379,0.00758
180,357,0.00714
190,390,0.0078
200,766,0.01532
220,709,0.01418
240,724,0.01448
260,768,0.01536
280,739,0.01478
300,673,0.01346
320,604,0.01208
340,613,0.01226
360,630,0.0126
380,541,0.01082
400,527,0.01054
420,491,0.00982
440,502,0.01004
460,461,0.00922
480,450,0.009
500,393,0.00786
520,424,0.00848
540,392,0.00784
560,337,0.00674
580,356,0.00712
600,462,0.00924
630,448,0.00896
660,461,0.00922
690,385,0.0077
720,379,0.00758
750,362,0.00724
780,308,0.00616
810,307,0.00614
840,275,0.0055
870,267,0.00534
900,344,0.00688
950,345,0.0069
1000,291,0.00582
1050,263,0.00526
1100,240,0.0048
1150,219,0.00438
1200,154,0.00308
1250,175,0.0035
1310,128,0.00256
1370,118,0.00236
1430,95,0.0019
1490,99,0.00198
1550,74,0.00148
1610,69,0.00138
1680,55,0.0011
1750,52,0.00104
1820,34,0.00068
1890,20,0.0004
1970,25,0.0005
2050,7,0.00014
