150,1302,0.02604
160,1115,0.0223
170,957,0.01914
180,851,0.01702
190,789,0.01578
200,1349,0.02698
220,1041,0.02082
240,879,0.01758
260,759,0.01518
280,630,0.0126
300,541,0.01082
320,471,0.00942
340,391,0.00782
360,299,0.00598
380,298,0.00596
400,258,0.00516
420,189,0.00378
440,179,0.00358
460,158,0.00316
480,126,0.00252
500,127,0.00254
520,138,0.00276
540,94,0.00188
560,94,0.00188
580,68,0.00136
600,105,0.0021
630,83,0.00166
660,87,0.00174
690,66,0.00132
720,65,0.0013
750,42,0.00084
780,57,0.00114
810,31,0.00062
840,20,0.0004
870,24,0.00048
900,37,0.00074
950,38,0.00076
1000,25,0.0005
1050,21,0.00042
1100,18,0.00036
1150,12,0.00024
1200,7,0.00014
1250,12,0.00024
1310,9,0.00018
1370,9,0.00018
1430,3,6e-05
1490,8,0.00016
1550,2,4e-05
1610,4,8e-05
1680,1,2e-05
1750,1,2e-05
1820,0,0
1890,0,0
1970,1,2e-05
2050,1,2e-05
