Bin , nEvents , Efficiencies
150,369,0.00738
160,362,0.00724
170,359,0.00718
180,314,0.00628
190,382,0.00764
200,751,0.01502
220,718,0.01436
240,680,0.0136
260,658,0.01316
280,673,0.01346
300,661,0.01322
320,670,0.0134
340,585,0.0117
360,546,0.01092
380,496,0.00992
400,526,0.01052
420,514,0.01028
440,495,0.0099
460,460,0.0092
480,429,0.00858
500,429,0.00858
520,387,0.00774
540,423,0.00846
560,382,0.00764
580,309,0.00618
600,497,0.00994
630,445,0.0089
660,448,0.00896
690,392,0.00784
720,373,0.00746
750,357,0.00714
780,331,0.00662
810,320,0.0064
840,281,0.00562
870,271,0.00542
900,382,0.00764
950,371,0.00742
1000,296,0.00592
1050,246,0.00492
1100,229,0.00458
1150,210,0.0042
1200,184,0.00368
1250,246,0.00492
1310,177,0.00354
1370,158,0.00316
1430,151,0.00302
1490,131,0.00262
1550,97,0.00194
1610,108,0.00216
1680,88,0.00176
1750,83,0.00166
1820,90,0.0018
1890,52,0.00104
1970,56,0.00112
2050,50,0.001
