Bin , nEvents , Efficiencies
150,405,0.0081
160,387,0.00774
170,395,0.0079
180,457,0.00914
190,393,0.00786
200,821,0.01642
220,807,0.01614
240,815,0.0163
260,779,0.01558
280,716,0.01432
300,716,0.01432
320,680,0.0136
340,622,0.01244
360,598,0.01196
380,593,0.01186
400,634,0.01268
420,528,0.01056
440,479,0.00958
460,464,0.00928
480,509,0.01018
500,441,0.00882
520,439,0.00878
540,430,0.0086
560,363,0.00726
580,336,0.00672
600,517,0.01034
630,446,0.00892
660,396,0.00792
690,407,0.00814
720,386,0.00772
750,326,0.00652
780,264,0.00528
810,262,0.00524
840,243,0.00486
870,225,0.0045
900,323,0.00646
950,283,0.00566
1000,235,0.0047
1050,201,0.00402
1100,146,0.00292
1150,141,0.00282
1200,115,0.0023
1250,116,0.00232
1310,112,0.00224
1370,86,0.00172
1430,70,0.0014
1490,47,0.00094
1550,39,0.00078
1610,46,0.00092
1680,40,0.0008
1750,24,0.00048
1820,18,0.00036
1890,29,0.00058
1970,20,0.0004
2050,17,0.00034
