Bin , nEvents , Efficiencies
50,9,0.00018
70,29,0.00058
80,43,0.00086
90,64,0.00128
100,123,0.00246
120,91,0.00182
140,84,0.00168
160,60,0.0012
180,53,0.00106
200,46,0.00092
220,33,0.00066
240,26,0.00052
260,33,0.00066
280,17,0.00034
300,19,0.00038
320,25,0.0005
340,13,0.00026
360,33,0.00066
400,44,0.00088
500,29,0.00058
600,14,0.00028
700,9,0.00018
800,21,0.00042
