Bin , nEvents , Efficiencies
152.41,259,0.01036
165.05,305,0.0122
178.75,374,0.01496
193.57,421,0.01684
209.63,445,0.0178
227.02,512,0.02048
245.86,499,0.01996
266.25,550,0.022
288.34,521,0.02084
312.26,523,0.02092
338.16,605,0.0242
366.21,634,0.02536
396.59,647,0.02588
429.49,679,0.02716
465.12,646,0.02584
503.71,704,0.02816
545.49,709,0.02836
590.74,681,0.02724
639.75,610,0.0244
692.82,634,0.02536
750.29,611,0.02444
812.54,539,0.02156
879.94,498,0.01992
952.94,465,0.0186
1032,404,0.01616
1117.6,400,0.016
1210.3,339,0.01356
1310.7,319,0.01276
1419.4,257,0.01028
1537.2,239,0.00956
1664.7,191,0.00764
1802.8,134,0.00536
1952.4,116,0.00464
2114.3,103,0.00412
2289.7,58,0.00232
2479.7,48,0.00192
