Bin , nEvents , Efficiencies
152.41,16,0.00032
165.05,30,0.0006
178.75,29,0.00058
193.57,45,0.0009
209.63,69,0.00138
227.02,88,0.00176
245.86,131,0.00262
266.25,135,0.0027
288.34,202,0.00404
312.26,297,0.00594
338.16,303,0.00606
366.21,356,0.00712
396.59,418,0.00836
429.49,517,0.01034
465.12,609,0.01218
503.71,665,0.0133
545.49,832,0.01664
590.74,938,0.01876
639.75,1086,0.02172
692.82,1205,0.0241
750.29,1398,0.02796
812.54,1653,0.03306
879.94,1747,0.03494
952.94,2063,0.04126
1032,2131,0.04262
1117.6,2290,0.0458
1210.3,2349,0.04698
1310.7,2374,0.04748
1419.4,2311,0.04622
1537.2,2142,0.04284
1664.7,1906,0.03812
1802.8,1667,0.03334
1952.4,1343,0.02686
2114.3,1087,0.02174
2289.7,779,0.01558
2479.7,584,0.01168
