Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,5,0.0001
178.75,4,8e-05
193.57,2,4e-05
209.63,11,0.00022
227.02,6,0.00012
245.86,12,0.00024
266.25,18,0.00036
288.34,22,0.00044
312.26,29,0.00058
338.16,65,0.0013
366.21,66,0.00132
396.59,97,0.00194
429.49,146,0.00292
465.12,197,0.00394
503.71,240,0.0048
545.49,287,0.00574
590.74,274,0.00548
639.75,395,0.0079
692.82,493,0.00986
750.29,557,0.01114
812.54,607,0.01214
879.94,715,0.0143
952.94,895,0.0179
1032,1011,0.02022
1117.6,1138,0.02276
1210.3,1385,0.0277
1310.7,1500,0.03
1419.4,1755,0.0351
1537.2,1915,0.0383
1664.7,2008,0.04016
1802.8,2196,0.04392
1952.4,2141,0.04282
2114.3,2098,0.04196
2289.7,1997,0.03994
2479.7,1720,0.0344
