152.41,0,0
165.05,0,0
178.75,2,4e-05
193.57,2,4e-05
209.63,2,4e-05
227.02,0,0
245.86,4,8e-05
266.25,2,4e-05
288.34,2,4e-05
312.26,10,0.0002
338.16,8,0.00016
366.21,13,0.00026
396.59,14,0.00028
429.49,16,0.00032
465.12,25,0.0005
503.71,28,0.00056
545.49,58,0.00116
590.74,65,0.0013
639.75,88,0.00176
692.82,145,0.0029
750.29,145,0.0029
812.54,191,0.00382
879.94,209,0.00418
952.94,250,0.005
1032,288,0.00576
1117.6,345,0.0069
1210.3,403,0.00806
1310.7,477,0.00954
1419.4,600,0.012
1537.2,650,0.013
1664.7,765,0.0153
1802.8,892,0.01784
1952.4,1012,0.02024
2114.3,1106,0.02212
2289.7,1195,0.0239
2479.7,1331,0.02662
