152.41,2,4e-05
165.05,0,0
178.75,2,4e-05
193.57,0,0
209.63,1,2e-05
227.02,0,0
245.86,2,4e-05
266.25,1,2e-05
288.34,0,0
312.26,3,6e-05
338.16,6,0.00012
366.21,1,2e-05
396.59,5,0.0001
429.49,5,0.0001
465.12,8,0.00016
503.71,24,0.00048
545.49,23,0.00046
590.74,29,0.00058
639.75,47,0.00094
692.82,58,0.00116
750.29,67,0.00134
812.54,77,0.00154
879.94,104,0.00208
952.94,106,0.00212
1032,139,0.00278
1117.6,162,0.00324
1210.3,217,0.00434
1310.7,234,0.00468
1419.4,265,0.0053
1537.2,338,0.00676
1664.7,383,0.00766
1802.8,506,0.01012
1952.4,529,0.01058
2114.3,593,0.01186
2289.7,739,0.01478
2479.7,829,0.01658
