Bin , nEvents , Efficiencies
152.41,77,0.00154
165.05,131,0.00262
178.75,179,0.00358
193.57,215,0.0043
209.63,220,0.0044
227.02,280,0.0056
245.86,344,0.00688
266.25,398,0.00796
288.34,482,0.00964
312.26,546,0.01092
338.16,631,0.01262
366.21,808,0.01616
396.59,891,0.01782
429.49,1004,0.02008
465.12,1130,0.0226
503.71,1334,0.02668
545.49,1500,0.03
590.74,1760,0.0352
639.75,1924,0.03848
692.82,2127,0.04254
750.29,2123,0.04246
812.54,2336,0.04672
879.94,2356,0.04712
952.94,2268,0.04536
1032,2249,0.04498
1117.6,1954,0.03908
1210.3,1795,0.0359
1310.7,1509,0.03018
1419.4,1306,0.02612
1537.2,1018,0.02036
1664.7,849,0.01698
1802.8,576,0.01152
1952.4,417,0.00834
2114.3,303,0.00606
2289.7,193,0.00386
2479.7,131,0.00262
