Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,1,2e-05
178.75,4,8e-05
193.57,1,2e-05
209.63,3,6e-05
227.02,2,4e-05
245.86,13,0.00026
266.25,9,0.00018
288.34,10,0.0002
312.26,27,0.00054
338.16,25,0.0005
366.21,41,0.00082
396.59,48,0.00096
429.49,78,0.00156
465.12,114,0.00228
503.71,126,0.00252
545.49,162,0.00324
590.74,194,0.00388
639.75,277,0.00554
692.82,294,0.00588
750.29,335,0.0067
812.54,413,0.00826
879.94,421,0.00842
952.94,583,0.01166
1032,637,0.01274
1117.6,731,0.01462
1210.3,891,0.01782
1310.7,1024,0.02048
1419.4,1194,0.02388
1537.2,1353,0.02706
1664.7,1562,0.03124
1802.8,1632,0.03264
1952.4,1736,0.03472
2114.3,1891,0.03782
2289.7,1834,0.03668
2479.7,1865,0.0373
