152.41,1544,0.03088
165.05,1492,0.02984
178.75,1552,0.03104
193.57,1494,0.02988
209.63,1377,0.02754
227.02,1365,0.0273
245.86,1319,0.02638
266.25,1270,0.0254
288.34,1145,0.0229
312.26,1043,0.02086
338.16,1024,0.02048
366.21,903,0.01806
396.59,823,0.01646
429.49,793,0.01586
465.12,747,0.01494
503.71,711,0.01422
545.49,572,0.01144
590.74,506,0.01012
639.75,481,0.00962
692.82,434,0.00868
750.29,374,0.00748
812.54,294,0.00588
879.94,265,0.0053
952.94,215,0.0043
1032,184,0.00368
1117.6,145,0.0029
1210.3,116,0.00232
1310.7,94,0.00188
1419.4,73,0.00146
1537.2,54,0.00108
1664.7,46,0.00092
1802.8,30,0.0006
1952.4,21,0.00042
2114.3,16,0.00032
2289.7,9,0.00018
2479.7,10,0.0002
