Bin , nEvents , Efficiencies
50,15,0.0006
70,5,0.0002
80,10,0.0004
90,9,0.00036
100,7,0.00028
120,4,0.00016
140,4,0.00016
160,5,0.0002
180,12,0.00048
200,7,0.00028
220,4,0.00016
240,6,0.00024
260,6,0.00024
280,10,0.0004
300,11,0.00044
320,6,0.00024
340,8,0.00032
360,8,0.00032
400,36,0.00144
500,30,0.0012
600,19,0.00076
700,19,0.00076
800,140,0.0056
