150,108,0.00216
160,132,0.00264
170,120,0.0024
180,135,0.0027
190,179,0.00358
200,307,0.00614
220,339,0.00678
240,406,0.00812
260,415,0.0083
280,437,0.00874
300,436,0.00872
320,495,0.0099
340,488,0.00976
360,515,0.0103
380,559,0.01118
400,521,0.01042
420,548,0.01096
440,573,0.01146
460,537,0.01074
480,554,0.01108
500,583,0.01166
520,615,0.0123
540,543,0.01086
560,515,0.0103
580,560,0.0112
600,803,0.01606
630,786,0.01572
660,708,0.01416
690,689,0.01378
720,650,0.013
750,609,0.01218
780,592,0.01184
810,525,0.0105
840,552,0.01104
870,484,0.00968
900,760,0.0152
950,610,0.0122
1000,531,0.01062
1050,511,0.01022
1100,439,0.00878
1150,363,0.00726
1200,338,0.00676
1250,308,0.00616
1310,254,0.00508
1370,247,0.00494
1430,202,0.00404
1490,138,0.00276
1550,127,0.00254
1610,108,0.00216
1680,103,0.00206
1750,80,0.0016
1820,74,0.00148
1890,49,0.00098
1970,60,0.0012
2050,35,0.0007
