Bin , nEvents , Efficiencies
150,22,0.00044
160,25,0.0005
170,30,0.0006
180,43,0.00086
190,36,0.00072
200,93,0.00186
220,111,0.00222
240,130,0.0026
260,133,0.00266
280,175,0.0035
300,160,0.0032
320,204,0.00408
340,203,0.00406
360,202,0.00404
380,252,0.00504
400,235,0.0047
420,226,0.00452
440,268,0.00536
460,226,0.00452
480,254,0.00508
500,271,0.00542
520,291,0.00582
540,261,0.00522
560,303,0.00606
580,304,0.00608
600,384,0.00768
630,483,0.00966
660,474,0.00948
690,491,0.00982
720,467,0.00934
750,492,0.00984
780,520,0.0104
810,543,0.01086
840,460,0.0092
870,520,0.0104
900,800,0.016
950,811,0.01622
1000,789,0.01578
1050,755,0.0151
1100,788,0.01576
1150,704,0.01408
1200,673,0.01346
1250,794,0.01588
1310,692,0.01384
1370,651,0.01302
1430,607,0.01214
1490,532,0.01064
1550,505,0.0101
1610,540,0.0108
1680,450,0.009
1750,398,0.00796
1820,416,0.00832
1890,405,0.0081
1970,309,0.00618
2050,261,0.00522
