Bin , nEvents , Efficiencies
150,12,0.00024
160,23,0.00046
170,15,0.0003
180,19,0.00038
190,28,0.00056
200,49,0.00098
220,77,0.00154
240,90,0.0018
260,94,0.00188
280,105,0.0021
300,123,0.00246
320,130,0.0026
340,148,0.00296
360,145,0.0029
380,166,0.00332
400,173,0.00346
420,189,0.00378
440,184,0.00368
460,187,0.00374
480,202,0.00404
500,226,0.00452
520,203,0.00406
540,209,0.00418
560,235,0.0047
580,235,0.0047
600,336,0.00672
630,375,0.0075
660,385,0.0077
690,386,0.00772
720,437,0.00874
750,377,0.00754
780,442,0.00884
810,418,0.00836
840,472,0.00944
870,446,0.00892
900,748,0.01496
950,733,0.01466
1000,686,0.01372
1050,778,0.01556
1100,689,0.01378
1150,667,0.01334
1200,683,0.01366
1250,798,0.01596
1310,724,0.01448
1370,728,0.01456
1430,683,0.01366
1490,649,0.01298
1550,617,0.01234
1610,666,0.01332
1680,597,0.01194
1750,550,0.011
1820,531,0.01062
1890,517,0.01034
1970,430,0.0086
2050,368,0.00736
