Bin , nEvents , Efficiencies
150,23,0.00092
200,58,0.00232
250,65,0.0026
300,51,0.00204
350,49,0.00196
400,43,0.00172
450,43,0.00172
500,56,0.00224
600,43,0.00172
700,27,0.00108
800,18,0.00072
900,17,0.00068
1000,15,0.0006
1150,20,0.0008
