Bin , nEvents , Efficiencies
152.41,76,0.00152
165.05,119,0.00238
178.75,160,0.0032
193.57,177,0.00354
209.63,213,0.00426
227.02,265,0.0053
245.86,289,0.00578
266.25,341,0.00682
288.34,397,0.00794
312.26,472,0.00944
338.16,554,0.01108
366.21,694,0.01388
396.59,724,0.01448
429.49,863,0.01726
465.12,911,0.01822
503.71,1073,0.02146
545.49,1191,0.02382
590.74,1289,0.02578
639.75,1466,0.02932
692.82,1665,0.0333
750.29,1845,0.0369
812.54,1854,0.03708
879.94,1949,0.03898
952.94,2116,0.04232
1032,2102,0.04204
1117.6,2119,0.04238
1210.3,2102,0.04204
1310.7,2002,0.04004
1419.4,1795,0.0359
1537.2,1642,0.03284
1664.7,1382,0.02764
1802.8,1163,0.02326
1952.4,934,0.01868
2114.3,689,0.01378
2289.7,553,0.01106
2479.7,366,0.00732
