Bin , nEvents , Efficiencies
152.41,2,4e-05
165.05,16,0.00032
178.75,14,0.00028
193.57,17,0.00034
209.63,29,0.00058
227.02,36,0.00072
245.86,37,0.00074
266.25,42,0.00084
288.34,72,0.00144
312.26,130,0.0026
338.16,147,0.00294
366.21,186,0.00372
396.59,222,0.00444
429.49,318,0.00636
465.12,332,0.00664
503.71,407,0.00814
545.49,446,0.00892
590.74,486,0.00972
639.75,609,0.01218
692.82,724,0.01448
750.29,840,0.0168
812.54,933,0.01866
879.94,1082,0.02164
952.94,1197,0.02394
1032,1372,0.02744
1117.6,1549,0.03098
1210.3,1621,0.03242
1310.7,1743,0.03486
1419.4,1935,0.0387
1537.2,1982,0.03964
1664.7,2026,0.04052
1802.8,2008,0.04016
1952.4,2037,0.04074
2114.3,1938,0.03876
2289.7,1772,0.03544
2479.7,1545,0.0309
