Bin , nEvents , Efficiencies
152.41,11,0.00022
165.05,36,0.00072
178.75,51,0.00102
193.57,49,0.00098
209.63,75,0.0015
227.02,107,0.00214
245.86,129,0.00258
266.25,154,0.00308
288.34,193,0.00386
312.26,232,0.00464
338.16,284,0.00568
366.21,330,0.0066
396.59,379,0.00758
429.49,446,0.00892
465.12,548,0.01096
503.71,643,0.01286
545.49,736,0.01472
590.74,766,0.01532
639.75,969,0.01938
692.82,1009,0.02018
750.29,1189,0.02378
812.54,1327,0.02654
879.94,1560,0.0312
952.94,1612,0.03224
1032,1715,0.0343
1117.6,1950,0.039
1210.3,2040,0.0408
1310.7,2055,0.0411
1419.4,2182,0.04364
1537.2,2114,0.04228
1664.7,2145,0.0429
1802.8,2023,0.04046
1952.4,1725,0.0345
2114.3,1593,0.03186
2289.7,1350,0.027
2479.7,1066,0.02132
