Bin , nEvents , Efficiencies
152.41,3,6e-05
165.05,1,2e-05
178.75,1,2e-05
193.57,4,8e-05
209.63,6,0.00012
227.02,2,4e-05
245.86,7,0.00014
266.25,18,0.00036
288.34,23,0.00046
312.26,27,0.00054
338.16,43,0.00086
366.21,46,0.00092
396.59,74,0.00148
429.49,88,0.00176
465.12,134,0.00268
503.71,132,0.00264
545.49,185,0.0037
590.74,219,0.00438
639.75,308,0.00616
692.82,327,0.00654
750.29,448,0.00896
812.54,468,0.00936
879.94,515,0.0103
952.94,623,0.01246
1032,719,0.01438
1117.6,874,0.01748
1210.3,976,0.01952
1310.7,1056,0.02112
1419.4,1177,0.02354
1537.2,1397,0.02794
1664.7,1484,0.02968
1802.8,1635,0.0327
1952.4,1677,0.03354
2114.3,1657,0.03314
2289.7,1658,0.03316
2479.7,1683,0.03366
