Bin , nEvents , Efficiencies
150,1,2e-05
200,4,8e-05
250,6,0.00012
300,3,6e-05
350,1,2e-05
400,2,4e-05
450,3,6e-05
500,2,4e-05
550,1,2e-05
650,1,2e-05
