Bin , nEvents , Efficiencies
150,27,0.00108
200,60,0.0024
250,77,0.00308
300,71,0.00284
350,65,0.0026
400,68,0.00272
450,64,0.00256
500,73,0.00292
600,77,0.00308
700,56,0.00224
800,54,0.00216
900,41,0.00164
1000,70,0.0028
1150,92,0.00368
