Bin , nEvents , Efficiencies
150,3,6e-05
200,9,0.00018
250,7,0.00014
300,0,0
350,2,4e-05
400,3,6e-05
450,3,6e-05
500,2,4e-05
550,2,4e-05
650,9,0.00018
