152.41,1518,0.03036
165.05,1463,0.02926
178.75,1471,0.02942
193.57,1408,0.02816
209.63,1315,0.0263
227.02,1282,0.02564
245.86,1279,0.02558
266.25,1212,0.02424
288.34,1168,0.02336
312.26,1063,0.02126
338.16,1019,0.02038
366.21,926,0.01852
396.59,952,0.01904
429.49,829,0.01658
465.12,748,0.01496
503.71,653,0.01306
545.49,634,0.01268
590.74,548,0.01096
639.75,476,0.00952
692.82,418,0.00836
750.29,389,0.00778
812.54,319,0.00638
879.94,289,0.00578
952.94,210,0.0042
1032,198,0.00396
1117.6,166,0.00332
1210.3,132,0.00264
1310.7,99,0.00198
1419.4,91,0.00182
1537.2,62,0.00124
1664.7,50,0.001
1802.8,48,0.00096
1952.4,31,0.00062
2114.3,20,0.0004
2289.7,23,0.00046
2479.7,11,0.00022
