Bin , nEvents , Efficiencies
150,435,0.0087
160,454,0.00908
170,441,0.00882
180,432,0.00864
190,486,0.00972
200,911,0.01822
220,903,0.01806
240,873,0.01746
260,855,0.0171
280,818,0.01636
300,719,0.01438
320,725,0.0145
340,669,0.01338
360,592,0.01184
380,618,0.01236
400,523,0.01046
420,509,0.01018
440,497,0.00994
460,459,0.00918
480,459,0.00918
500,379,0.00758
520,390,0.0078
540,390,0.0078
560,335,0.0067
580,334,0.00668
600,437,0.00874
630,384,0.00768
660,356,0.00712
690,318,0.00636
720,296,0.00592
750,231,0.00462
780,223,0.00446
810,184,0.00368
840,170,0.0034
870,161,0.00322
900,205,0.0041
950,174,0.00348
1000,139,0.00278
1050,144,0.00288
1100,101,0.00202
1150,85,0.0017
1200,71,0.00142
1250,71,0.00142
1310,59,0.00118
1370,53,0.00106
1430,29,0.00058
1490,31,0.00062
1550,13,0.00026
1610,31,0.00062
1680,17,0.00034
1750,10,0.0002
1820,8,0.00016
1890,8,0.00016
1970,9,0.00018
2050,6,0.00012
