Bin , nEvents , Efficiencies
150,375,0.0075
160,383,0.00766
170,369,0.00738
180,350,0.007
190,396,0.00792
200,734,0.01468
220,738,0.01476
240,755,0.0151
260,756,0.01512
280,737,0.01474
300,653,0.01306
320,622,0.01244
340,617,0.01234
360,616,0.01232
380,550,0.011
400,579,0.01158
420,456,0.00912
440,518,0.01036
460,482,0.00964
480,443,0.00886
500,403,0.00806
520,437,0.00874
540,388,0.00776
560,370,0.0074
580,334,0.00668
600,491,0.00982
630,447,0.00894
660,463,0.00926
690,360,0.0072
720,371,0.00742
750,332,0.00664
780,314,0.00628
810,285,0.0057
840,260,0.0052
870,211,0.00422
900,356,0.00712
950,339,0.00678
1000,298,0.00596
1050,276,0.00552
1100,241,0.00482
1150,206,0.00412
1200,152,0.00304
1250,147,0.00294
1310,141,0.00282
1370,106,0.00212
1430,92,0.00184
1490,101,0.00202
1550,69,0.00138
1610,67,0.00134
1680,54,0.00108
1750,51,0.00102
1820,26,0.00052
1890,25,0.0005
1970,18,0.00036
2050,15,0.0003
