Bin , nEvents , Efficiencies
150,381,0.00762
160,379,0.00758
170,381,0.00762
180,430,0.0086
190,364,0.00728
200,799,0.01598
220,765,0.0153
240,833,0.01666
260,730,0.0146
280,739,0.01478
300,706,0.01412
320,697,0.01394
340,662,0.01324
360,586,0.01172
380,578,0.01156
400,576,0.01152
420,528,0.01056
440,491,0.00982
460,461,0.00922
480,473,0.00946
500,463,0.00926
520,407,0.00814
540,418,0.00836
560,397,0.00794
580,325,0.0065
600,506,0.01012
630,464,0.00928
660,422,0.00844
690,372,0.00744
720,377,0.00754
750,318,0.00636
780,272,0.00544
810,254,0.00508
840,273,0.00546
870,223,0.00446
900,326,0.00652
950,280,0.0056
1000,242,0.00484
1050,197,0.00394
1100,152,0.00304
1150,120,0.0024
1200,100,0.002
1250,120,0.0024
1310,104,0.00208
1370,95,0.0019
1430,59,0.00118
1490,53,0.00106
1550,48,0.00096
1610,41,0.00082
1680,38,0.00076
1750,30,0.0006
1820,21,0.00042
1890,22,0.00044
1970,31,0.00062
2050,20,0.0004
