150,1297,0.02594
160,1062,0.02124
170,900,0.018
180,804,0.01608
190,691,0.01382
200,1264,0.02528
220,1060,0.0212
240,766,0.01532
260,679,0.01358
280,607,0.01214
300,497,0.00994
320,430,0.0086
340,361,0.00722
360,303,0.00606
380,251,0.00502
400,242,0.00484
420,207,0.00414
440,194,0.00388
460,145,0.0029
480,116,0.00232
500,119,0.00238
520,97,0.00194
540,75,0.0015
560,83,0.00166
580,89,0.00178
600,83,0.00166
630,85,0.0017
660,71,0.00142
690,51,0.00102
720,49,0.00098
750,42,0.00084
780,37,0.00074
810,22,0.00044
840,23,0.00046
870,26,0.00052
900,36,0.00072
950,23,0.00046
1000,20,0.0004
1050,25,0.0005
1100,17,0.00034
1150,9,0.00018
1200,9,0.00018
1250,6,0.00012
1310,6,0.00012
1370,9,0.00018
1430,7,0.00014
1490,3,6e-05
1550,4,8e-05
1610,2,4e-05
1680,2,4e-05
1750,5,0.0001
1820,1,2e-05
1890,2,4e-05
1970,1,2e-05
2050,0,0
