Bin , nEvents , Efficiencies
150,1,4e-05
200,0,0
250,3,0.00012
300,6,0.00024
350,3,0.00012
400,4,0.00016
450,4,0.00016
500,2,8e-05
550,7,0.00028
650,30,0.0012
