Bin , nEvents , Efficiencies
152.41,565,0.0113
165.05,691,0.01382
178.75,745,0.0149
193.57,776,0.01552
209.63,836,0.01672
227.02,957,0.01914
245.86,1004,0.02008
266.25,1062,0.02124
288.34,1151,0.02302
312.26,1181,0.02362
338.16,1170,0.0234
366.21,1291,0.02582
396.59,1286,0.02572
429.49,1291,0.02582
465.12,1261,0.02522
503.71,1293,0.02586
545.49,1247,0.02494
590.74,1214,0.02428
639.75,1191,0.02382
692.82,1135,0.0227
750.29,1034,0.02068
812.54,1068,0.02136
879.94,891,0.01782
952.94,888,0.01776
1032,774,0.01548
1117.6,612,0.01224
1210.3,519,0.01038
1310.7,456,0.00912
1419.4,356,0.00712
1537.2,302,0.00604
1664.7,219,0.00438
1802.8,125,0.0025
1952.4,97,0.00194
2114.3,75,0.0015
2289.7,42,0.00084
2479.7,29,0.00058
