Bin , nEvents , Efficiencies
152.41,660,0.0132
165.05,806,0.01612
178.75,878,0.01756
193.57,1049,0.02098
209.63,1076,0.02152
227.02,1155,0.0231
245.86,1274,0.02548
266.25,1362,0.02724
288.34,1346,0.02692
312.26,1344,0.02688
338.16,1316,0.02632
366.21,1373,0.02746
396.59,1302,0.02604
429.49,1272,0.02544
465.12,1289,0.02578
503.71,1206,0.02412
545.49,1213,0.02426
590.74,1073,0.02146
639.75,975,0.0195
692.82,811,0.01622
750.29,755,0.0151
812.54,628,0.01256
879.94,525,0.0105
952.94,436,0.00872
1032,329,0.00658
1117.6,271,0.00542
1210.3,225,0.0045
1310.7,154,0.00308
1419.4,129,0.00258
1537.2,61,0.00122
1664.7,47,0.00094
1802.8,41,0.00082
1952.4,21,0.00042
2114.3,16,0.00032
2289.7,6,0.00012
2479.7,5,0.0001
