152.41,640,0.0128
165.05,743,0.01486
178.75,819,0.01638
193.57,820,0.0164
209.63,987,0.01974
227.02,1042,0.02084
245.86,1164,0.02328
266.25,1161,0.02322
288.34,1243,0.02486
312.26,1220,0.0244
338.16,1254,0.02508
366.21,1328,0.02656
396.59,1353,0.02706
429.49,1281,0.02562
465.12,1394,0.02788
503.71,1334,0.02668
545.49,1235,0.0247
590.74,1171,0.02342
639.75,1133,0.02266
692.82,1112,0.02224
750.29,947,0.01894
812.54,859,0.01718
879.94,758,0.01516
952.94,683,0.01366
1032,520,0.0104
1117.6,435,0.0087
1210.3,349,0.00698
1310.7,262,0.00524
1419.4,211,0.00422
1537.2,148,0.00296
1664.7,113,0.00226
1802.8,76,0.00152
1952.4,72,0.00144
2114.3,31,0.00062
2289.7,25,0.0005
2479.7,20,0.0004
