Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,1,2e-05
190,2,4e-05
200,5,0.0001
220,3,6e-05
240,5,0.0001
260,3,6e-05
280,10,0.0002
300,12,0.00024
320,13,0.00026
340,17,0.00034
360,18,0.00036
380,33,0.00066
400,41,0.00082
420,49,0.00098
440,52,0.00104
460,61,0.00122
480,71,0.00142
500,90,0.0018
520,86,0.00172
540,62,0.00124
560,86,0.00172
580,82,0.00164
600,130,0.0026
630,133,0.00266
660,154,0.00308
690,142,0.00284
720,144,0.00288
750,140,0.0028
780,167,0.00334
810,168,0.00336
840,166,0.00332
870,190,0.0038
900,312,0.00624
950,314,0.00628
1000,328,0.00656
1050,394,0.00788
1100,389,0.00778
1150,382,0.00764
1200,405,0.0081
1250,485,0.0097
1310,543,0.01086
1370,559,0.01118
1430,567,0.01134
1490,554,0.01108
1550,533,0.01066
1610,675,0.0135
1680,661,0.01322
1750,663,0.01326
1820,710,0.0142
1890,761,0.01522
1970,762,0.01524
2050,746,0.01492
