Bin , nEvents , Efficiencies
150,5,0.0001
160,6,0.00012
170,7,0.00014
180,8,0.00016
190,15,0.0003
200,40,0.0008
220,45,0.0009
240,58,0.00116
260,83,0.00166
280,102,0.00204
300,131,0.00262
320,126,0.00252
340,118,0.00236
360,118,0.00236
380,119,0.00238
400,182,0.00364
420,159,0.00318
440,172,0.00344
460,174,0.00348
480,170,0.0034
500,183,0.00366
520,219,0.00438
540,204,0.00408
560,215,0.0043
580,222,0.00444
600,331,0.00662
630,348,0.00696
660,372,0.00744
690,405,0.0081
720,390,0.0078
750,404,0.00808
780,423,0.00846
810,408,0.00816
840,460,0.0092
870,479,0.00958
900,723,0.01446
950,690,0.0138
1000,799,0.01598
1050,747,0.01494
1100,785,0.0157
1150,751,0.01502
1200,746,0.01492
1250,876,0.01752
1310,785,0.0157
1370,769,0.01538
1430,725,0.0145
1490,703,0.01406
1550,636,0.01272
1610,679,0.01358
1680,635,0.0127
1750,548,0.01096
1820,507,0.01014
1890,533,0.01066
1970,452,0.00904
2050,393,0.00786
