Bin , nEvents , Efficiencies
150,1,2e-05
160,0,0
170,1,2e-05
180,1,2e-05
190,1,2e-05
200,0,0
220,2,4e-05
240,3,6e-05
260,2,4e-05
280,7,0.00014
300,8,0.00016
320,7,0.00014
340,6,0.00012
360,6,0.00012
380,8,0.00016
400,11,0.00022
420,23,0.00046
440,22,0.00044
460,25,0.0005
480,33,0.00066
500,37,0.00074
520,37,0.00074
540,32,0.00064
560,53,0.00106
580,62,0.00124
600,72,0.00144
630,94,0.00188
660,102,0.00204
690,114,0.00228
720,108,0.00216
750,131,0.00262
780,123,0.00246
810,119,0.00238
840,132,0.00264
870,112,0.00224
900,245,0.0049
950,243,0.00486
1000,271,0.00542
1050,265,0.0053
1100,282,0.00564
1150,273,0.00546
1200,313,0.00626
1250,343,0.00686
1310,387,0.00774
1370,413,0.00826
1430,451,0.00902
1490,427,0.00854
1550,426,0.00852
1610,532,0.01064
1680,566,0.01132
1750,572,0.01144
1820,554,0.01108
1890,693,0.01386
1970,686,0.01372
2050,608,0.01216
