Bin , nEvents , Efficiencies
150,42,0.00084
160,40,0.0008
170,53,0.00106
180,68,0.00136
190,70,0.0014
200,195,0.0039
220,204,0.00408
240,216,0.00432
260,213,0.00426
280,249,0.00498
300,264,0.00528
320,276,0.00552
340,266,0.00532
360,306,0.00612
380,327,0.00654
400,360,0.0072
420,346,0.00692
440,399,0.00798
460,358,0.00716
480,411,0.00822
500,383,0.00766
520,422,0.00844
540,408,0.00816
560,437,0.00874
580,418,0.00836
600,652,0.01304
630,661,0.01322
660,660,0.0132
690,660,0.0132
720,617,0.01234
750,657,0.01314
780,654,0.01308
810,629,0.01258
840,636,0.01272
870,607,0.01214
900,935,0.0187
950,842,0.01684
1000,834,0.01668
1050,763,0.01526
1100,665,0.0133
1150,595,0.0119
1200,614,0.01228
1250,645,0.0129
1310,500,0.01
1370,440,0.0088
1430,388,0.00776
1490,355,0.0071
1550,303,0.00606
1610,286,0.00572
1680,234,0.00468
1750,208,0.00416
1820,173,0.00346
1890,162,0.00324
1970,147,0.00294
2050,104,0.00208
