Bin , nEvents , Efficiencies
150,543,0.02172
160,463,0.01852
170,409,0.01636
180,386,0.01544
190,340,0.0136
200,622,0.02488
220,552,0.02208
240,454,0.01816
260,396,0.01584
280,372,0.01488
300,303,0.01212
320,303,0.01212
340,252,0.01008
360,218,0.00872
380,204,0.00816
400,180,0.0072
420,164,0.00656
440,136,0.00544
460,135,0.0054
480,143,0.00572
500,118,0.00472
520,98,0.00392
540,95,0.0038
560,78,0.00312
580,73,0.00292
600,92,0.00368
630,88,0.00352
660,69,0.00276
690,66,0.00264
720,57,0.00228
750,51,0.00204
780,68,0.00272
810,49,0.00196
840,39,0.00156
870,39,0.00156
900,76,0.00304
950,49,0.00196
1000,40,0.0016
1050,39,0.00156
1100,33,0.00132
1150,19,0.00076
1200,22,0.00088
1250,29,0.00116
1310,18,0.00072
1370,21,0.00084
1430,15,0.0006
1490,11,0.00044
1550,14,0.00056
1610,11,0.00044
1680,8,0.00032
1750,4,0.00016
1820,9,0.00036
1890,7,0.00028
1970,5,0.0002
2050,4,0.00016
