Bin , nEvents , Efficiencies
150,493,0.01972
160,439,0.01756
170,427,0.01708
180,373,0.01492
190,345,0.0138
200,590,0.0236
220,538,0.02152
240,462,0.01848
260,419,0.01676
280,323,0.01292
300,345,0.0138
320,280,0.0112
340,244,0.00976
360,185,0.0074
380,199,0.00796
400,196,0.00784
420,173,0.00692
440,136,0.00544
460,121,0.00484
480,123,0.00492
500,109,0.00436
520,102,0.00408
540,88,0.00352
560,80,0.0032
580,80,0.0032
600,102,0.00408
630,111,0.00444
660,89,0.00356
690,59,0.00236
720,76,0.00304
750,61,0.00244
780,59,0.00236
810,54,0.00216
840,40,0.0016
870,37,0.00148
900,56,0.00224
950,47,0.00188
1000,45,0.0018
1050,38,0.00152
1100,38,0.00152
1150,22,0.00088
1200,30,0.0012
1250,27,0.00108
1310,14,0.00056
1370,21,0.00084
1430,21,0.00084
1490,14,0.00056
1550,11,0.00044
1610,10,0.0004
1680,8,0.00032
1750,14,0.00056
1820,10,0.0004
1890,5,0.0002
1970,2,8e-05
2050,7,0.00028
