Bin , nEvents , Efficiencies
150,501,0.02004
160,475,0.019
170,441,0.01764
180,371,0.01484
190,306,0.01224
200,613,0.02452
220,545,0.0218
240,435,0.0174
260,397,0.01588
280,374,0.01496
300,302,0.01208
320,287,0.01148
340,272,0.01088
360,207,0.00828
380,190,0.0076
400,189,0.00756
420,170,0.0068
440,145,0.0058
460,133,0.00532
480,123,0.00492
500,105,0.0042
520,96,0.00384
540,101,0.00404
560,93,0.00372
580,69,0.00276
600,92,0.00368
630,93,0.00372
660,90,0.0036
690,87,0.00348
720,67,0.00268
750,55,0.0022
780,56,0.00224
810,48,0.00192
840,48,0.00192
870,41,0.00164
900,66,0.00264
950,59,0.00236
1000,41,0.00164
1050,25,0.001
1100,38,0.00152
1150,28,0.00112
1200,26,0.00104
1250,29,0.00116
1310,18,0.00072
1370,21,0.00084
1430,14,0.00056
1490,16,0.00064
1550,11,0.00044
1610,12,0.00048
1680,13,0.00052
1750,4,0.00016
1820,7,0.00028
1890,4,0.00016
1970,7,0.00028
2050,1,4e-05
