Bin , nEvents , Efficiencies
150,502,0.02008
160,458,0.01832
170,384,0.01536
180,380,0.0152
190,336,0.01344
200,659,0.02636
220,527,0.02108
240,422,0.01688
260,425,0.017
280,320,0.0128
300,279,0.01116
320,288,0.01152
340,241,0.00964
360,210,0.0084
380,226,0.00904
400,185,0.0074
420,153,0.00612
440,137,0.00548
460,139,0.00556
480,117,0.00468
500,103,0.00412
520,97,0.00388
540,74,0.00296
560,80,0.0032
580,69,0.00276
600,104,0.00416
630,109,0.00436
660,97,0.00388
690,74,0.00296
720,75,0.003
750,58,0.00232
780,45,0.0018
810,48,0.00192
840,52,0.00208
870,54,0.00216
900,60,0.0024
950,46,0.00184
1000,42,0.00168
1050,41,0.00164
1100,30,0.0012
1150,26,0.00104
1200,23,0.00092
1250,39,0.00156
1310,15,0.0006
1370,19,0.00076
1430,11,0.00044
1490,13,0.00052
1550,21,0.00084
1610,11,0.00044
1680,7,0.00028
1750,13,0.00052
1820,5,0.0002
1890,9,0.00036
1970,4,0.00016
2050,3,0.00012
