Bin , nEvents , Efficiencies
150,504,0.02016
160,439,0.01756
170,405,0.0162
180,386,0.01544
190,346,0.01384
200,617,0.02468
220,542,0.02168
240,457,0.01828
260,388,0.01552
280,347,0.01388
300,306,0.01224
320,279,0.01116
340,230,0.0092
360,209,0.00836
380,195,0.0078
400,182,0.00728
420,187,0.00748
440,157,0.00628
460,121,0.00484
480,112,0.00448
500,115,0.0046
520,80,0.0032
540,90,0.0036
560,87,0.00348
580,81,0.00324
600,117,0.00468
630,107,0.00428
660,67,0.00268
690,72,0.00288
720,72,0.00288
750,53,0.00212
780,51,0.00204
810,38,0.00152
840,48,0.00192
870,51,0.00204
900,61,0.00244
950,55,0.0022
1000,45,0.0018
1050,27,0.00108
1100,28,0.00112
1150,23,0.00092
1200,24,0.00096
1250,31,0.00124
1310,21,0.00084
1370,15,0.0006
1430,14,0.00056
1490,9,0.00036
1550,15,0.0006
1610,14,0.00056
1680,10,0.0004
1750,7,0.00028
1820,9,0.00036
1890,10,0.0004
1970,7,0.00028
2050,5,0.0002
