Bin , nEvents , Efficiencies
150,511,0.02044
160,408,0.01632
170,421,0.01684
180,401,0.01604
190,327,0.01308
200,626,0.02504
220,482,0.01928
240,459,0.01836
260,415,0.0166
280,374,0.01496
300,330,0.0132
320,268,0.01072
340,249,0.00996
360,209,0.00836
380,245,0.0098
400,173,0.00692
420,172,0.00688
440,146,0.00584
460,119,0.00476
480,135,0.0054
500,105,0.0042
520,113,0.00452
540,79,0.00316
560,88,0.00352
580,61,0.00244
600,103,0.00412
630,99,0.00396
660,75,0.003
690,68,0.00272
720,69,0.00276
750,57,0.00228
780,46,0.00184
810,29,0.00116
840,42,0.00168
870,36,0.00144
900,57,0.00228
950,54,0.00216
1000,42,0.00168
1050,41,0.00164
1100,32,0.00128
1150,29,0.00116
1200,18,0.00072
1250,26,0.00104
1310,24,0.00096
1370,22,0.00088
1430,12,0.00048
1490,10,0.0004
1550,14,0.00056
1610,12,0.00048
1680,8,0.00032
1750,7,0.00028
1820,7,0.00028
1890,5,0.0002
1970,4,0.00016
2050,1,4e-05
