"Bin "," nEvents "," Efficiencies"
150,482," 1.916e-02"
160,421," 1.412e-02"
170,369," 1.732e-02"
180,402," 1.664e-02"
190,347," 1.256e-02"
200,585," 2.520e-02"
220,508," 1.648e-02"
240,466," 1.856e-02"
260,402," 1.736e-02"
280,345," 1.504e-02"
300,313," 1.428e-02"
320,305," 9.320e-03"
340,220," 9.840e-03"
360,237," 8.000e-03"
380,214," 1.144e-02"
400,166," 6.640e-03"
420,178," 7.200e-03"
440,140," 6.240e-03"
460,114," 4.120e-03"
480,120," 5.080e-03"
500,127," 3.680e-03"
520,110," 5.120e-03"
540,96," 2.520e-03"
560,92," 3.920e-03"
580,77," 1.960e-03"
600,113," 4.560e-03"
630,98," 4.400e-03"
660,91," 3.240e-03"
690,85," 2.800e-03"
720,63," 3.240e-03"
750,64," 2.520e-03"
780,44," 9.600e-04"
810,50," 3.600e-04"
840,55," 1.800e-03"
870,41," 1.320e-03"
900,48," 1.520e-03"
950,43," 2.360e-03"
1000,41," 1.760e-03"
1050,33," 1.720e-03"
1100,25," 1.240e-03"
1150,22," 1.560e-03"
1200,28," 5.600e-04"
1250,28," 9.200e-04"
1310,12," 1.200e-03"
1370,25," 9.200e-04"
1430,13," 3.600e-04"
1490,18," 3.600e-04"
1550,12," 5.600e-04"
1610,14," 5.200e-04"
1680,7," 3.200e-04"
1750,7," 4.000e-04"
1820,6," 2.000e-04"
1890,5," 1.200e-04"
1970,7," 1.200e-04"
2050,5,-8.000e-05
