"Bin "," nEvents "," Efficiencies"
150,1049,2.1090e-02
160,896,1.8235e-02
170,847,1.6660e-02
180,711,1.5770e-02
190,706,1.4470e-02
200,1325,2.4595e-02
220,1084,2.2350e-02
240,949,1.8445e-02
260,795,1.6860e-02
280,737,1.4550e-02
300,631,1.2495e-02
320,574,1.1460e-02
340,514,9.6900e-03
360,454,8.7650e-03
380,393,7.9650e-03
400,334,7.4700e-03
420,328,6.3500e-03
440,298,5.5150e-03
460,278,5.5950e-03
480,218,5.1500e-03
500,234,4.5100e-03
520,191,3.6350e-03
540,183,3.3950e-03
560,168,3.7200e-03
580,165,2.8150e-03
600,211,4.1300e-03
630,169,3.4750e-03
660,153,3.1950e-03
690,149,2.7750e-03
720,127,2.0700e-03
750,126,2.1150e-03
780,106,2.2850e-03
810,86,1.7500e-03
840,80,1.5150e-03
870,75,1.3800e-03
900,101,2.0050e-03
950,101,1.5700e-03
1000,76,1.3750e-03
1050,71,1.1400e-03
1100,47,1.0650e-03
1150,43,7.9000e-04
1200,38,8.9500e-04
1250,43,8.4500e-04
1310,43,7.0500e-04
1370,37,5.7000e-04
1430,27,4.6500e-04
1490,19,3.5000e-04
1550,21,3.3500e-04
1610,26,3.0500e-04
1680,17,3.2000e-04
1750,11,1.6000e-04
1820,15,1.8000e-04
1890,7,2.6500e-04
1970,9,9.5000e-05
2050,6,8.5000e-05
