Bin , nEvents , Efficiencies
50,5,0.0001
70,5,0.0001
80,4,8e-05
90,4,8e-05
100,5,0.0001
120,12,0.00024
140,8,0.00016
160,8,0.00016
180,7,0.00014
200,14,0.00028
220,8,0.00016
240,11,0.00022
260,12,0.00024
280,8,0.00016
300,5,0.0001
320,9,0.00018
340,5,0.0001
360,24,0.00048
400,36,0.00072
500,40,0.0008
600,35,0.0007
700,50,0.001
800,212,0.00424
