Bin , nEvents , Efficiencies
150,2,4e-05
160,1,2e-05
170,0,0
180,1,2e-05
190,3,6e-05
200,5,0.0001
220,1,2e-05
240,1,2e-05
260,1,2e-05
280,7,0.00014
300,3,6e-05
320,7,0.00014
340,11,0.00022
360,8,0.00016
380,9,0.00018
400,16,0.00032
420,21,0.00042
440,28,0.00056
460,25,0.0005
480,26,0.00052
500,41,0.00082
520,38,0.00076
540,55,0.0011
560,51,0.00102
580,66,0.00132
600,100,0.002
630,92,0.00184
660,85,0.0017
690,97,0.00194
720,102,0.00204
750,118,0.00236
780,114,0.00228
810,130,0.0026
840,148,0.00296
870,147,0.00294
900,236,0.00472
950,254,0.00508
1000,222,0.00444
1050,262,0.00524
1100,286,0.00572
1150,259,0.00518
1200,290,0.0058
1250,342,0.00684
1310,369,0.00738
1370,387,0.00774
1430,429,0.00858
1490,371,0.00742
1550,442,0.00884
1610,550,0.011
1680,509,0.01018
1750,533,0.01066
1820,532,0.01064
1890,576,0.01152
1970,635,0.0127
2050,569,0.01138
