Bin , nEvents , Efficiencies
150,0,0
160,1,2e-05
170,3,6e-05
180,5,0.0001
190,5,0.0001
200,12,0.00024
220,13,0.00026
240,25,0.0005
260,31,0.00062
280,36,0.00072
300,44,0.00088
320,56,0.00112
340,68,0.00136
360,67,0.00134
380,84,0.00168
400,93,0.00186
420,98,0.00196
440,83,0.00166
460,94,0.00188
480,96,0.00192
500,105,0.0021
520,94,0.00188
540,132,0.00264
560,121,0.00242
580,122,0.00244
600,204,0.00408
630,180,0.0036
660,212,0.00424
690,221,0.00442
720,203,0.00406
750,244,0.00488
780,267,0.00534
810,226,0.00452
840,228,0.00456
870,269,0.00538
900,445,0.0089
950,457,0.00914
1000,459,0.00918
1050,486,0.00972
1100,503,0.01006
1150,503,0.01006
1200,537,0.01074
1250,572,0.01144
1310,624,0.01248
1370,613,0.01226
1430,575,0.0115
1490,601,0.01202
1550,548,0.01096
1610,699,0.01398
1680,624,0.01248
1750,675,0.0135
1820,587,0.01174
1890,719,0.01438
1970,627,0.01254
2050,636,0.01272
