Bin , nEvents , Efficiencies
152.41,0,0
165.05,1,2e-05
178.75,0,0
193.57,1,2e-05
209.63,1,2e-05
227.02,0,0
245.86,1,2e-05
266.25,2,4e-05
288.34,0,0
312.26,2,4e-05
338.16,2,4e-05
366.21,2,4e-05
396.59,3,6e-05
429.49,9,0.00018
465.12,3,6e-05
503.71,8,0.00016
545.49,16,0.00032
590.74,17,0.00034
639.75,27,0.00054
692.82,46,0.00092
750.29,50,0.001
812.54,62,0.00124
879.94,75,0.0015
952.94,84,0.00168
1032,103,0.00206
1117.6,142,0.00284
1210.3,190,0.0038
1310.7,181,0.00362
1419.4,265,0.0053
1537.2,305,0.0061
1664.7,406,0.00812
1802.8,515,0.0103
1952.4,578,0.01156
2114.3,762,0.01524
2289.7,916,0.01832
2479.7,1079,0.02158
