Bin , nEvents , Efficiencies
152.41,0,0
165.05,0,0
178.75,0,0
193.57,1,2e-05
209.63,0,0
227.02,1,2e-05
245.86,2,4e-05
266.25,1,2e-05
288.34,1,2e-05
312.26,1,2e-05
338.16,1,2e-05
366.21,2,4e-05
396.59,6,0.00012
429.49,9,0.00018
465.12,5,0.0001
503.71,8,0.00016
545.49,14,0.00028
590.74,22,0.00044
639.75,19,0.00038
692.82,34,0.00068
750.29,34,0.00068
812.54,58,0.00116
879.94,64,0.00128
952.94,95,0.0019
1032,112,0.00224
1117.6,132,0.00264
1210.3,161,0.00322
1310.7,177,0.00354
1419.4,233,0.00466
1537.2,280,0.0056
1664.7,390,0.0078
1802.8,473,0.00946
1952.4,588,0.01176
2114.3,640,0.0128
2289.7,866,0.01732
2479.7,1034,0.02068
