Bin , nEvents , Efficiencies
152.41,0,0
165.05,0,0
178.75,1,2e-05
193.57,0,0
209.63,0,0
227.02,0,0
245.86,1,2e-05
266.25,2,4e-05
288.34,1,2e-05
312.26,1,2e-05
338.16,2,4e-05
366.21,6,0.00012
396.59,5,0.0001
429.49,5,0.0001
465.12,13,0.00026
503.71,13,0.00026
545.49,11,0.00022
590.74,27,0.00054
639.75,34,0.00068
692.82,45,0.0009
750.29,56,0.00112
812.54,77,0.00154
879.94,98,0.00196
952.94,106,0.00212
1032,148,0.00296
1117.6,145,0.0029
1210.3,196,0.00392
1310.7,275,0.0055
1419.4,273,0.00546
1537.2,365,0.0073
1664.7,440,0.0088
1802.8,516,0.01032
1952.4,674,0.01348
2114.3,782,0.01564
2289.7,939,0.01878
2479.7,1099,0.02198
