Bin , nEvents , Efficiencies
152.41,0,0
165.05,0,0
178.75,1,2e-05
193.57,0,0
209.63,0,0
227.02,0,0
245.86,2,4e-05
266.25,0,0
288.34,1,2e-05
312.26,1,2e-05
338.16,2,4e-05
366.21,2,4e-05
396.59,4,8e-05
429.49,2,4e-05
465.12,5,0.0001
503.71,9,0.00018
545.49,15,0.0003
590.74,14,0.00028
639.75,23,0.00046
692.82,24,0.00048
750.29,35,0.0007
812.54,45,0.0009
879.94,47,0.00094
952.94,60,0.0012
1032,73,0.00146
1117.6,98,0.00196
1210.3,111,0.00222
1310.7,144,0.00288
1419.4,188,0.00376
1537.2,194,0.00388
1664.7,225,0.0045
1802.8,328,0.00656
1952.4,380,0.0076
2114.3,467,0.00934
2289.7,649,0.01298
2479.7,752,0.01504
