Bin , nEvents , Efficiencies
152.41,2,4e-05
165.05,0,0
178.75,1,2e-05
193.57,0,0
209.63,1,2e-05
227.02,0,0
245.86,0,0
266.25,0,0
288.34,2,4e-05
312.26,5,0.0001
338.16,0,0
366.21,2,4e-05
396.59,3,6e-05
429.49,4,8e-05
465.12,11,0.00022
503.71,16,0.00032
545.49,22,0.00044
590.74,26,0.00052
639.75,36,0.00072
692.82,43,0.00086
750.29,65,0.0013
812.54,64,0.00128
879.94,84,0.00168
952.94,128,0.00256
1032,122,0.00244
1117.6,179,0.00358
1210.3,209,0.00418
1310.7,280,0.0056
1419.4,329,0.00658
1537.2,412,0.00824
1664.7,460,0.0092
1802.8,577,0.01154
1952.4,742,0.01484
2114.3,862,0.01724
2289.7,969,0.01938
2479.7,1148,0.02296
