Bin , nEvents , Efficiencies
152.41,0,0
165.05,0,0
178.75,1,2e-05
193.57,0,0
209.63,3,6e-05
227.02,2,4e-05
245.86,0,0
266.25,0,0
288.34,0,0
312.26,7,0.00014
338.16,5,0.0001
366.21,12,0.00024
396.59,6,0.00012
429.49,12,0.00024
465.12,21,0.00042
503.71,31,0.00062
545.49,48,0.00096
590.74,48,0.00096
639.75,62,0.00124
692.82,96,0.00192
750.29,119,0.00238
812.54,143,0.00286
879.94,162,0.00324
952.94,198,0.00396
1032,244,0.00488
1117.6,280,0.0056
1210.3,414,0.00828
1310.7,449,0.00898
1419.4,562,0.01124
1537.2,633,0.01266
1664.7,808,0.01616
1802.8,985,0.0197
1952.4,1241,0.02482
2114.3,1394,0.02788
2289.7,1568,0.03136
2479.7,1801,0.03602
