Bin , nEvents , Efficiencies
152.41,1,2.66666666e-05
165.05,0,6.66666665e-06
178.75,0,2.66666666e-05
193.57,0,4.00000000e-05
209.63,0,4.66666667e-05
227.02,1,6.66666667e-05
245.86,2,4.66666666e-05
266.25,2,6.66666665e-05
288.34,4,1.33333333e-04
312.26,3,2.60000000e-04
338.16,6,4.20000000e-04
366.21,11,5.46666667e-04
396.59,16,6.66666665e-04
429.49,29,9.40000000e-04
465.12,52,1.41333334e-03
503.71,49,1.71333334e-03
545.49,80,2.10666667e-03
590.74,93,2.82000000e-03
639.75,110,3.20666666e-03
692.82,168,3.94666667e-03
750.29,177,4.86666666e-03
812.54,207,6.08000000e-03
879.94,249,6.85333335e-03
952.94,294,8.48666665e-03
1032,367,9.91333335e-03
1117.6,468,1.17933334e-02
1210.3,506,1.54133333e-02
1310.7,705,1.76800000e-02
1419.4,857,2.11600000e-02
1537.2,983,2.35933333e-02
1664.7,1253,2.72933334e-02
1802.8,1418,3.13000000e-02
1952.4,1636,3.46600000e-02
2114.3,1939,3.69533333e-02
2289.7,2010,3.81866666e-02
2479.7,1964,3.94666667e-02
