Bin , nEvents , Efficiencies
152.41,1,2e-05
165.05,0,0
178.75,0,0
193.57,1,2e-05
209.63,0,0
227.02,0,0
245.86,2,4e-05
266.25,1,2e-05
288.34,0,0
312.26,2,4e-05
338.16,0,0
366.21,0,0
396.59,8,0.00016
429.49,4,8e-05
465.12,5,0.0001
503.71,9,0.00018
545.49,14,0.00028
590.74,11,0.00022
639.75,23,0.00046
692.82,37,0.00074
750.29,32,0.00064
812.54,54,0.00108
879.94,49,0.00098
952.94,81,0.00162
1032,103,0.00206
1117.6,109,0.00218
1210.3,149,0.00298
1310.7,171,0.00342
1419.4,218,0.00436
1537.2,231,0.00462
1664.7,291,0.00582
1802.8,367,0.00734
1952.4,492,0.00984
2114.3,582,0.01164
2289.7,688,0.01376
2479.7,923,0.01846
