Bin , nEvents , Efficiencies
152.41,299,0.00598
165.05,354,0.00708
178.75,411,0.00822
193.57,465,0.0093
209.63,508,0.01016
227.02,569,0.01138
245.86,667,0.01334
266.25,729,0.01458
288.34,866,0.01732
312.26,948,0.01896
338.16,996,0.01992
366.21,1091,0.02182
396.59,1222,0.02444
429.49,1366,0.02732
465.12,1392,0.02784
503.71,1513,0.03026
545.49,1471,0.02942
590.74,1561,0.03122
639.75,1601,0.03202
692.82,1509,0.03018
750.29,1606,0.03212
812.54,1517,0.03034
879.94,1541,0.03082
952.94,1464,0.02928
1032,1271,0.02542
1117.6,1258,0.02516
1210.3,1046,0.02092
1310.7,913,0.01826
1419.4,747,0.01494
1537.2,578,0.01156
1664.7,505,0.0101
1802.8,362,0.00724
1952.4,265,0.0053
2114.3,202,0.00404
2289.7,150,0.003
2479.7,77,0.00154
